Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Creación de sombreros cloché de paja,Un curso de Monica Gamberale,,,,,,Domestika,,,,"19,99€",406.0,Aprende técnicas tradicionales de sombrerería: desde la forma en poliéster y la colocación de la paja hasta la decoración final de tu pieza
Storytelling visual: crea series fotográficas para Instagram,Un curso de Hannes Becker,,,,,,Domestika,,,,"18,99€",119.0,"Aprende a encontrar historias y a contarlas con tu cámara, desde la planificación y la toma de fotos hasta el retoque en Lightroom para las redes sociales"
Creación de piezas decorativas con hojas de macramé,Un curso de Fernanda Campelo,,,,,,Domestika,,,,"15,99€",834.0,Aprende a tejer hojas o plumas perfectas con nudos sencillos de macramé y crea con ellas decoraciones artesanales originales
Product management desde cero: de la idea al lanzamiento,Un curso de Victor Niharra,,,,,,Domestika,,,,"21,99€",241.0,Descubre el marco de lanzamiento de un producto o servicio al mercado y aprende técnicas de resolución de problemas útiles para cada fase del proceso
No-code con Bravo Studio: crea apps sin programar,Un curso de Ethan Parry,,,,,,Domestika,,,,"18,99€",900.0,Aprende a sortear las barreras del desarrollo con el no-code y convierte tus prototipos en apps nativas para iOS o Android sin necesidad de código
Narración oral para principiantes,Un curso de Andrés Montero,,,,,,Domestika,,,,"21,99€",398.0,"Descubre el arte de contar cuentos y aprende técnicas para adaptar historias a la oralidad, ponerlas en escena y conectar con cualquier audiencia"
"Ilustración Lifestyle: da voz, color y expresión a tus personajes",Un curso de Jordi Labanda,,,,,,Domestika,,,,"18,99€",918.0,"Aprende a dibujar personajes con luz y conviértete en el guionista, estilista y director de arte de tus historias ilustradas"
Bordado con lana sobre prendas de punto,Un curso de Mariana Baertl,,,,,,Domestika,,,,"21,99€",576.0,Aprende a llenar tus prendas favoritas de texturas y personalidad con la técnica del bordado a lana
Estrategia de marketing digital para redes sociales,Un curso de Vincent Roméo,,,,,,Domestika,,,,"15,99€",287.0,"Aprende a potenciar tu presencia en las redes sociales mediante herramientas de estrategia de contenido, como el análisis DAFO y la planificación editorial"
Modelado 3D con Grasshopper en Rhinoceros,Un curso de Arturo Tedeschi,,,,,,Domestika,,,,"16,99€",3964.0,"Descubre el modelado algorítmico y crea geometrías 3D para moda, joyería o arquitectura, desde el diseño de formas complejas hasta el archivo de impresión en 3D"
Creación de marca en el sector de la belleza,Un curso de Joseph Harwood,,,,,,Domestika,,,,"14,99€",43.0,Aprende estrategias de marketing digital que potencien tu USP y diseña una presentación efectiva para promocionar tu marca o producto
Tejido de prendas infantiles con raglán top down,Un curso de Marta Porcel Vilchez,,,,,,Domestika,,,,"18,99€",1745.0,Domina el tejido a dos agujas y aprende técnicas para crear un jersey infantil que puedas  transformar en otras prendas y personalizar a tu gusto
Diseño e ilustración de criaturas fantásticas,Un curso de Izabela Lopes Adami,,,,,,Domestika,,,,"21,99€",330.0,"Explora mundos de fantasía y aprende a crear ilustraciones llamativas, desde la idea inicial hasta el arte final"
Creación de newsletters efectivas desde cero,Un curso de Charo Marcos,,,,,,Domestika,,,,"17,99€",572.0,"Aprende a elaborar boletines que enganchen a tu público, desde la redacción y el diseño hasta el lanzamiento y la medición de resultados"
Fotografía con drones para principiantes: captura el contexto,Un curso de Alina Rudya,,,,,,Domestika,,,,"17,99€",396.0,"Aprende a tomar y editar fotografías aéreas cautivadoras que combinan luz, composición, color y perspectiva"
Recursos artísticos para un diseño de marca potente,Un curso de Adam G,,,,,,Domestika,,,,"21,99€",397.0,Aprende a crear una imagen de marca impactante y una identidad visual estratégica incorporando las bellas artes y las metodologías artísticas a tu proceso
Introducción a la costura: crea un vestido único,Un curso de Valentine,,,,,,Domestika,,,,"15,99€",604.0,"Elabora un vestido que refleje tu personalidad con un patrón de costura sencillo, la tela que más te guste, una máquina de coser y los consejos de una experta"
Laboratorio creativo: ilustra personajes infantiles,Un curso de Anna Süßbauer,,,,,,Domestika,,,,"21,99€",507.0,"Aprende técnicas creativas para desarrollar personajes ilustrados, desde criaturas entrañables hasta las más extravagantes, y cautiva a los más pequeños"
Diseño de infografías a través de personajes,Un curso de Norbi Baruch,,,,,,Domestika,,,,"21,99€",157.0,Domina las herramientas visuales y conceptuales de la infografía y aprende a comunicar con imágenes de manera distinta
Introducción a Pro Tools,Un curso de Luca Petricca,,,,,,Domestika,,,,"15,99€",668.0,Aprende a dominar el software que marcó un antes y un después en la creación musical y consigue resultados como los de un estudio profesional
Pintura al óleo de paisaje con técnicas al aire libre,Un curso de Diana Buitrago,,,,,,Domestika,,,,"15,99€",1356.0,Aprende a pintar paisajes ambientales que capturen la luz natural usando técnicas al aire libre
Ilustración de moda con técnicas mixtas,Un curso de Lucia Emanuela Curzi,,,,,,Domestika,,,,"23,99€",250.0,"Inspírate en tendencias para crear ilustraciones de moda con técnicas como la tinta china o el collage, y logra dar forma a proyectos para revistas y anuncios"
Lettering digital: combina flores y letras con Procreate,Un curso de Bren Navarro,,,,,,Domestika,,,,"21,99€",367.0,"Aprende a elaborar armoniosas composiciones de lettering con flores y hojas, explorando el proceso creativo y las herramientas que ofrece el software"
Introducción al feng shui,Un curso de Cliff Tan,,,,,,Domestika,,,,"23,99€",2016.0,Utiliza los principios del feng shui y aprende a aprovechar las energías que te rodean optimizando cualquier espacio
Diseño de joyas de metal desde cero,Un curso de Rafaela Delbon,,,,,,Domestika,,,,"21,99€",1089.0,"Aprende a diseñar una joya única de principio a fin, desde los primeros diseños hasta su comercialización"
Diseño UX: crea una estrategia de aprendizaje,Un curso de Ioana Teleanu,,,,,,Domestika,,,,"21,99€",758.0,"Descubre en qué consiste el aprendizaje del diseño UX y crea un plan personalizado alineado con tu perfil, objetivos y necesidades"
Ilustración urbana con Procreate,Un curso de Vincent Mahé,,,,,,Domestika,,,,"15,99€",1312.0,Aprende a observar la ciudad y convierte tus bocetos en dibujos narrativos mientras descubres los secretos de la ilustración profesional
Creación de campañas virales sin presupuesto,Un curso de Nico Ordozgoiti,,,,,,Domestika,,,,"23,99€",725.0,Aprende técnicas creativas para desarrollar tu primera campaña en redes sociales sobre el tema que más te interese sin necesidad de inversión
Claves para pensar como un diseñador editorial,Un curso de Enric Jardí,,,,,,Domestika,,,,"16,99€",568.0,Desarrolla tus habilidades como diseñador a través de ejercicios prácticos y aprende las pautas para transformar un diseño que no funciona en uno bien resuelto y eficaz
Ilustración artística surrealista con bolígrafo,Un curso de Virginia Mori,,,,,,Domestika,,,,"18,99€",582.0,"Aprende a crear una ilustración onírica desarrollando tu estilo personal, desde el primer boceto a lápiz hasta el entintado final con bolígrafo"
Oratoria para negocios: cómo comunicar y convencer,Un curso de Dasha Dollar-Smirnova,,,,,,Domestika,,,,"15,99€",2613.0,"Descubre qué es la comunicación efectiva y aprende a usarla para transmitir confianza en cualquier situación profesional, desde entrevistas hasta reuniones"
Corte y confección a mano de patrones base,Un curso de Chinelo Bally,,,,,,Domestika,,,,"21,99€",316.0,Aprende a crear prendas duraderas y aptas para cualquier cuerpo usando métodos de costura a mano
Fotografía de alimentos: crea tu propio estilo,Un curso de Jimena Agois Sanchez,,,,,,Domestika,,,,"15,99€",421.0,"Aprende a tomar fotografías gastronómicas apetitosas enfocándote en el food styling, la iluminación o los ángulos y llévalas a otro nivel con la edición digital"
Guion audiovisual para videos promocionales,Un curso de Rocco Centrella,,,,,,Domestika,,,,"14,99€",291.0,"Aprende a crear el guion audiovisual para un video, desde el análisis del brief y la audiencia hasta la elección del tono de voz, el sonido, la imagen y el equipo"
Introducción a la locución publicitaria,Un curso de Sebastian Llapur,,,,,,Domestika,,,,"14,99€",671.0,"Aprende a recitar un texto publicitario en tres intenciones y a transmitir el mensaje preciso explorando ritmos, entonaciones y modulaciones"
Carpintería para muebles con técnicas de tallado y teñido,Un curso de Urvi Sharma,,,,,,Domestika,,,,"21,99€",237.0,"Aprende a tallar, teñir y aplicar patrones sobre madera para crear muebles originales, atractivos y funcionales"
Pintura acrílica: crea piezas coloridas y tropicales,Un curso de Maria Gabriela Andrade,,,,,,Domestika,,,,"14,99€",562.0,Aprende técnicas de pintura con acrílico y da vida a piezas vibrantes y llenas de color
Impresión 3D con FDM para diseño de producto,Un curso de William et Julien (Bold Design),,,,,,Domestika,,,,"21,99€",677.0,"Crea una colección de objetos únicos y sorprendentes con una impresora 3D FDM, desde el modelado en Fusion 360 hasta la impresión con SuperSlicer"
Creación de ficciones sonoras: de la idea al guion,Un curso de Emma Mussoll,,,,,,Domestika,,,,"23,99€",500.0,"Aprende el proceso creativo para narrar historias en formato de audio, desde la idea inicial hasta un guion de ficción"
Dibujo naturalista de animales con grafito,Un curso de Amy Dover,,,,,,Domestika,,,,"15,99€",2177.0,Aprende a ilustrar animales de forma realista con técnicas tradicionales y contemporáneas y crea dibujos a lápiz con todo detalle
Introducción a la marroquinería artesanal,Un curso de Christina Roth,,,,,,Domestika,,,,"21,99€",1619.0,"Aprende todo lo necesario para fabricar a mano objetos de cuero con técnicas de costura de guarnicionería, desde la elección de la piel hasta el sellado de los cantos"
Prendas a crochet llenas de color y textura,Un curso de Laura Carmona (Susimiu),,,,,,Domestika,,,,"14,99€",8767.0,"Aprende técnicas de ganchillo, encuentra tu estilo y teje prendas asombrosas combinando colores y texturas que no pasen desapercibidas"
Introducción a Cavalry para motion graphics,Un curso de Kyle Daily,,,,,,Domestika,,,,"16,99€",1455.0,Descubre las bases de los motion graphics en 2D y aprende a usar las herramientas de este potente software para crear animaciones impactantes desde cero
Sketching de viajes en acuarela: captura el mundo que te rodea,Un curso de Timo Bechert,,,,,,Domestika,,,,"19,99€",1790.0,"Aprende técnicas de acuarela para capturar los colores, las luces y la atmósfera de un lugar en tu cuaderno de viaje"
Bordado de oro para principiantes: retrata la naturaleza,Un curso de Talisa May,,,,,,Domestika,,,,"23,99€",585.0,Aprende a combinar puntadas antiguas con fibras contemporáneas para recrear los patrones y colores de los insectos con un estilo tan bello como realista
Confección artesanal de calzado con cuero para principiantes,Un curso de Marta Grau (Lilday),,,,,,Domestika,,,,"17,99€",708.0,Aprende a diseñar y confeccionar manualmente y desde cero tus propias sandalias de piel a medida
Diseño de sonido para proyectos audiovisuales,Un curso de Mariano Alvarez,,,,,,Domestika,,,,"18,99€",505.0,"Aprende a crear efectos de sonido para películas con una narrativa impactante, desde el análisis del guion hasta la mezcla de las pistas finales"
Estrategia de contenidos con Twitter: impulsa tu marca,Un curso de Nadia Molina,,,,,,Domestika,,,,"19,99€",110.0,"Descubre los fundamentos, formatos y posibilidades de comunicación que ofrece esta red social y crea un nuevo canal para potenciar tu marca o negocio"
Lettering digital 3D con elementos ilustrados,Un curso de Ana Gomez Bernaus,,,,,,Domestika,,,,"19,99€",176.0,"Aprende a combinar letras e ilustraciones en 3D para crear composiciones visuales impactantes con Photoshop, Illustrator y Cinema 4D"
Tatuaje fine line: la sutileza de la línea,Un curso de Lucia Serrano,,,,,,Domestika,,,,"15,99€",1819.0,Explora la técnica del fine line en blanco y negro para crear una ilustración minimalista que tenga un significado y que tatuarás sobre la piel
Diseño de tipografía con técnicas de animación procedural,Un curso de Martin Naumann,,,,,,Domestika,,,,"15,99€",1335.0,Aprende a crear diseños de tipografías a partir de cuadrículas y dales vida con técnicas de animación procedural y aleatoria
Introducción al upcycling: diseña moda sostenible,Un curso de Selina Sanders,,,,,,Domestika,,,,"21,99€",1661.0,"Aprende a cortar, unir, coser y personalizar viejas piezas textiles para crear nuevas y asombrosas prendas de ropa con materiales ya existentes"
Macramé: diseña y construye una hamaca,Un curso de Natalia Corbi (Aram Studio),,,,,,Domestika,,,,"15,99€",1891.0,Descubre los secretos del macramé y aprende a tejer sillas colgantes atemporales de grandes dimensiones
Storytelling para Instagram: encuentra tu voz,Un curso de Fiore Manni,,,,,,Domestika,,,,"15,99€",1290.0,"Aprende a desarrollar un perfil de Instagram exitoso, desde el plan editorial, la creación de fotos, reels o stories hasta el análisis de las estadísticas"
Ilustración de cuentos de hadas con pluma y tinta,Un curso de Sveta Dorosheva,,,,,,Domestika,,,,"18,99€",5102.0,"Explora técnicas creativas de entintado para dar vida a ilustraciones de fantasía que capturen el tiempo, el contexto y la magia de la historia"
Introducción a Lightroom Classic,Un curso de Daniel Arranz Molinero,,,,,,Domestika,,,,"14,99€",2219.0,Explora en profundidad las posibilidades de este software profesional de revelado RAW y retoque fotográfico para llevar tus imágenes al siguiente nivel
Fotografía y oscuridad: crea retratos cinemáticos,Un curso de Louis Dazy,,,,,,Domestika,,,,"23,99€",1439.0,"Aprende a realizar fotografías de estilo dramático jugando con luces y sombras, desde la preparación de la sesión hasta la dirección de arte, pasando por el retoque en Lightroom"
Diseño de mundos kawaii: crea ilustraciones alegres,Un curso de Becky Cas,,,,,,Domestika,,,,"14,99€",8979.0,Aprende a crear mundos y personajes kawaii con Procreate inspirándote en el mundo que te rodea
Freelance: comienza tu carrera creativa con Fiverr,Un curso de Mijal Zagier,,,,,,Domestika,,,,"19,99€",752.0,"Conviértete en un freelance de éxito ofreciendo tus servicios con una estrategia, optimizando tu porfolio y mejorando tu flujo de trabajo"
Lettering: del dibujo al refinamiento digital,Un curso de LetterMafia,,,,,,Domestika,,,,"14,99€",94.0,Explora los principios de la caligrafía a mano y las posibilidades de las herramientas digitales para crear letterings inspirados en tus lugares favoritos
Ilustración arquitectónica: da vida a tus diseños,Un curso de JJ Zanetta,,,,,,Domestika,,,,"18,99€",864.0,"Explora los principios de la ilustración arquitectónica, desde el dibujo en perspectiva hasta las composiciones en 2D, y utilízalos para crear soluciones de diseño a mano o en Procreate"
Ilustración digital de animales fantásticos para principiantes,Un curso de Jonas Jödicke,,,,,,Domestika,,,,"14,99€",1160.0,"Aprende a dibujar con tableta gráfica y un programa y descubre cómo utilizar la composición, el color y la luz para crear obras de arte fantásticas"
Técnicas decorativas y color aplicado a la resina,Un curso de Gresia Re,,,,,,Domestika,,,,"21,99€",1490.0,"Aprende cómo manipular la resina epóxica para colorearla y conseguir diversos efectos, acabados, tonos y matices con este material"
Principios de la fotografía con flash: capta el movimiento,Un curso de Phil Fisk,,,,,,Domestika,,,,"24,99€",289.0,"Aprende a usar y manipular la luz para inmortalizar imágenes llenas de movimiento y emoción, desde la idea inicial hasta la edición"
Identidad visual flexible: crea un sistema modular,Un curso de Pol Solsona,,,,,,Domestika,,,,"16,99€",383.0,"Aprende a crear sistemas gráficos dinámicos que se ajusten a diferentes contextos y formatos digitales jugando con fotografías, ilustraciones o animaciones"
Dirección de proyectos de podcasts,Un curso de David Mulé Rebecchi,,,,,,Domestika,,,,"21,99€",517.0,Descubre todas las etapas del proceso de dirección y realización de una serie de podcasts y empieza a dar forma a tu episodio piloto
Ilustración y lettering para portadas de libros,Un curso de Manon Bucciarelli,,,,,,Domestika,,,,"15,99€",302.0,Aprende a combinar el lettering manual con la ilustración en InDesign y Photoshop para crear portadas de libros teniendo en cuenta las necesidades de una editorial
Ilustración de excelencia: de la intuición al método,Un curso de Emiliano Ponzi,,,,,,Domestika,,,,"17,99€",2004.0,"Aprende un método para cultivar el pensamiento lateral, encontrar inspiración y crear imágenes evocadoras"
Acuarela de naturaleza: ilustra en negativo y positivo,Un curso de Silvia Molinari,,,,,,Domestika,,,,"19,99€",1229.0,Descubre las técnicas para ilustrar personajes de fauna en positivo y negativo explorando la acuarela y el monocromo en papel oscuro
Growth plan para negocios digitales,Un curso de Anna Walls,,,,,,Domestika,,,,"15,99€",359.0,Explora las posibilidades del entorno digital y diseña un plan para hacer crecer tu negocio o marca personal
Fotografía de alimentos con luz natural desde cero,Un curso de Michael Gardenia,,,,,,Domestika,,,,"23,99€",361.0,"Aprende a tomar fotos de alimentos para publicar en redes sociales aprovechando la luz natural, desde el set hasta la edición de la imagen final"
Introducción a la serigrafía para ilustración,Un curso de Charlotte Farmer,,,,,,Domestika,,,,"15,99€",1243.0,Aprende a realizar una serigrafía de cuatro colores con tus propias plantillas y descubre cómo adaptar tus diseños para productos de papelería
Ferias de diseño y artesanía: comercializa tu producto,Un curso de Alícia Roselló Gené,,,,,,Domestika,,,,"19,99€",582.0,Descubre cómo aprovechar el potencial de las ferias para vender tu producto sin intermediarios y desarrolla un plan de acción atractivo que convierta a los visitantes en clientes
Diseño de páginas web interactivas con Figma,Un curso de Eva Sánchez Clemente,,,,,,Domestika,,,,"15,99€",1561.0,"Aprende a crear webs interactivas, memorables y fáciles de programar, siempre teniendo en cuenta el comportamiento del usuario"
Creación de papel artesanal con fibras naturales,Un curso de Camila Moncada (Jáku Papel),,,,,,Domestika,,,,"18,99€",1308.0,Aprende a procesar diferentes plantas para elaborar paso a paso tu propio papel que podrás colorear artesanalmente y con el que podrás crear tus cuadernos
Pintura acrílica estilizada: explora el color y la forma,Un curso de Hannah Webb,,,,,,Domestika,,,,"19,99€",2057.0,"Aprende a crear ilustraciones inspiradas en el mundo que te rodea reconsiderando la manera en que se ven los colores, las formas y los detalles"
Retoque profesional de fotografía de producto con Photoshop,Un curso de Mareike Keicher,,,,,,Domestika,,,,"16,99€",448.0,"Aprende a realzar un producto con una foto impecable, desde la creación de fondos limpios y la optimización de los objetos hasta el uso de texturas y gradientes de luz"
Diseño de cubiertas de libros: la visión de un director de arte,Un curso de John Gall,,,,,,Domestika,,,,"15,99€",864.0,Aprende a diseñar cubiertas de libros que realmente capten la atención de los lectores junto a un diseñador premiado
Diseño de aplicaciones con Figma: del brief al prototipo,Un curso de Index Studio,,,,,,Domestika,,,,"23,99€",1014.0,"Aprende a crear y testear el prototipo de una aplicación de e-commerce, teniendo en cuenta las necesidades del cliente y el diseño UI"
Técnicas de tatuaje: sombreado con pepper shading,Un curso de Alan Shepard,,,,,,Domestika,,,,"15,99€",3389.0,"Aprende un nuevo método de sombreado con puntos y experimenta con la velocidad, la profundidad y la saturación para crear texturas y degradados"
Técnicas de punch needle para decorar tu hogar,Un curso de Adeline Wang,,,,,,Domestika,,,,"18,99€",1467.0,"Descubre técnicas de punch needle para crear coloridos accesorios para el hogar, desde tapices texturizados hasta espejos decorativos"
Estrategias de branding holístico,Un curso de Matthias und Anastasios,,,,,,Domestika,,,,"14,99€",315.0,"Aprende a desarrollar identidades de marca complejas que conecten con el público utilizando métodos de diseño, consultoría y psicología"
Relación con los clientes: técnicas para creativos,Un curso de Heavy,,,,,,Domestika,,,,"21,99€",808.0,"Conoce las mejores prácticas y estrategias para establecer relaciones claras y amistosas con tus clientes, ya seas freelance o un estudio creativo"
Patrones naturales: del boceto a Photoshop,Un curso de Frederique Vernillet,,,,,,Domestika,,,,"18,99€",423.0,Crea un hermoso pattern digital inspirado en la naturaleza partiendo de un dibujo minucioso realizado con fineliner y lápices de colores
Diseño de personajes expresivos con acuarela y pluma estilográfica,Un curso de Agnès Ernoult,,,,,,Domestika,,,,"16,99€",4875.0,"Aprende a crear personajes originales y llenos de personalidad, combinando ejercicios de dibujo con técnicas de acuarela y pluma estilográfica"
Técnicas de tejido para cestería colorida,Un curso de Adrianus Kundert,,,,,,Domestika,,,,"21,99€",781.0,Aprende a transformar tejidos 2D en piezas 3D llenas de color utilizando las técnicas biaxial y triaxial
Soluciones de diseño gráfico experimentales,Un curso de Leopoldo Leal,,,,,,Domestika,,,,"21,99€",1263.0,Aprende a llevar más allá los procesos de diseño gráfico y aprovecha sus recursos para crear piezas comerciales y exclusivas
Diseño de tipografía: digitaliza tu propia letra,Un curso de Cristóbal Henestrosa,,,,,,Domestika,,,,"21,99€",278.0,Convierte tu letra manual en una tipografía digital única que añadirá personalidad a cada pieza que escribas
Ilustración naturalista con acuarela y carboncillo,Un curso de Sarah Stokes,,,,,,Domestika,,,,"18,99€",5623.0,Aprende a ilustrar la belleza de la naturaleza con pinceladas expresivas y técnicas de carboncillo y crea una escena silvestre sugestiva
Goma bicromatada: impresión fotográfica alternativa,Un curso de Tipia Lab,,,,,,Domestika,,,,"21,99€",795.0,"Aprende esta técnica de impresión que combina fotografía y pintura, expon tus imágenes al sol y revélalas con agua para lograr increíbles resultados"
Bordado avanzado sobre transfer fotográfico a color,Un curso de Studio Variopinto,,,,,,Domestika,,,,"23,99€",1027.0,"Aprende a colorear fotografías, transferirlas sobre tela y bordar sobre ellas con puntos avanzados y técnicas mixtas para crear piezas llenas de textura"
Escritura de guion: técnica del esquema de pasos,Un curso de Daniel Tubau,,,,,,Domestika,,,,"17,99€",1240.0,Aprende a pensar tu guion de manera secuencial trazando un mapa que te permita hacer realidad cualquier proyecto audiovisual y cautivar a tu público
Ilustración digital de estilo analógico con Procreate,Un curso de Brad Woodard,,,,,,Domestika,,,,"16,99€",2894.0,Aprende a aplicar las técnicas analógicas a la ilustración digital con Procreate y crea piezas nostálgicas perfectamente imperfectas
Fotografía conceptual de naturaleza muerta,Un curso de Paris se quema,,,,,,Domestika,,,,"18,99€",267.0,"Aprende a fotografiar un bodegón, desde la definición del concepto al retoque en Photoshop pasando por la creación del fondo, el encuadre y la iluminación"
Diseño de logotipos desde cero: del brief a la presentación,Un curso de Guilherme Vissotto,,,,,,Domestika,,,,"14,99€",5594.0,Aprende desde cero a reflejar la identidad de cualquier marca mediante logotipos personalizados
Business model canvas: cómo aplicarlo a tu negocio,Un curso de Sabrina Bertazzo,,,,,,Domestika,,,,"15,99€",560.0,"Aprende a elaborar un business model canvas para visualizar los nueve elementos clave de tu actividad, desde la propuesta de valor hasta la estructura de costes"
Retrato contemporáneo hiperrealista de la figura humana,Un curso de Luiz Escañuela,,,,,,Domestika,,,,"18,99€",810.0,Aprende a reproducir con pintura al óleo los detalles de la figura humana y transmite emociones a través de tus obras
Muebles de madera con técnicas de carpintería tradicional,Un curso de Sandy Buchanan,,,,,,Domestika,,,,"15,99€",2132.0,"Descubre técnicas de carpintería tradicional para construir muebles de madera minimalistas, modernos y elegantes"
Idea y visualización arquitectónica con Blender,Un curso de Aureus Studio,,,,,,Domestika,,,,"18,99€",2729.0,"Aprende a utilizar la iluminación, el color y la materialidad en la visualización de espacios arquitectónicos con Blender"
Introducción al macraweave: crea un tapiz de pared,Un curso de Fanny Zedenius,,,,,,Domestika,,,,"21,99€",665.0,Combina el macramé y el tejido explorando nudos y técnicas para crear piezas artesanales que decoren tu hogar
Dibujo artístico con tinta,Un curso de Diego Andrade,,,,,,Domestika,,,,"19,99€",822.0,Aprende nuevas técnicas para aplicar a tus ilustraciones y expresa tus ideas a través de la tinta y el estilógrafo
Lean film: crea un cortometraje con recursos mínimos,Un curso de Iliès Terki,,,,,,Domestika,,,,"18,99€",861.0,"Aprende a escribir, filmar y posproducir un cortometraje exitoso con los mínimos recursos"
SEO on-page para principiantes: optimiza tu web,Un curso de Dimitri Prosvirin,,,,,,Domestika,,,,"18,99€",705.0,Aprende a mejorar la visibilidad orgánica de tu web con técnicas de optimización para páginas de producto y contenido extenso y mide su rendimiento con KPI de SEO
Ilustración artística para libros infantiles,Un curso de Natalia Gurovich,,,,,,Domestika,,,,"15,99€",273.0,"Explora las técnicas mixtas para crear ilustraciones artísticas de libros infantiles, usando el juego y la creatividad como motor para crear"
Iniciación al guion: crea estructuras narrativas,Un curso de Naomi Beaty Valdivia,,,,,,Domestika,,,,"21,99€",1154.0,Aprende a desarrollar narrativas convincentes explorando los elementos estructurales de un guion y transforma tus ideas en proyectos audiovisuales
Ilustración floral con gouache,Un curso de Malin Gyllensvaan,,,,,,Domestika,,,,"19,99€",1947.0,Aprende técnicas de gouache para pintar ilustraciones de la naturaleza llenas de colores y detalles
After Effects avanzado: programación para motion design,Un curso de Desmond Du,,,,,,Domestika,,,,"19,99€",2617.0,Lleva tus habilidades al siguiente nivel y aprende a programar expresiones con JavaScript para crear rigs de animación profesionales
Introducción a la caligrafía hebrea,Un curso de Allison Barclay (Avielah),,,,,,Domestika,,,,"21,99€",919.0,Aprende cómo se escriben las letras hebreas mediante materiales para caligrafía y descubre este lenguaje contemporáneo pero ancestral
Narrativas sonoras: cuenta historias con sonido,Un curso de Ana Cecilia Calle,,,,,,Domestika,,,,"15,99€",865.0,"Aprende a idear, crear, producir y editar una historia sonora memorable a partir de un personaje, lista para ser compartida"
Pintura artística con tinta china,Un curso de Knochitaub,,,,,,Domestika,,,,"15,99€",1443.0,Aprende a capturar la esencia de tus ideas con pinceles y lápices de caligrafía y encuentra la paz interior dibujando con tinta y agua
Patterns animados a partir de bocetos a tinta,Un curso de Alice Saey,,,,,,Domestika,,,,"23,99€",574.0,"Logra que tus estampados cobren vida a través de un toque pop, colorido y natural usando Photoshop, After Effects y elementos gráficos hechos con tinta"
Introducción a los libros pop-up: storytelling con luz y papel,Un curso de Helen Friel,,,,,,Domestika,,,,"19,99€",1712.0,"Aprende técnicas básicas para crear tus propios libros pop-up, desde el concepto inicial hasta el modelo 3D final"
Redes sociales para creativos: promociona tu trabajo,Un curso de Leticia Imai,,,,,,Domestika,,,,"21,99€",1541.0,Aprende estrategias para dar a conocer tu proyecto personal de forma eficaz y monetiza tu trabajo en las redes sociales
Ilustración narrativa a todo color con Clip Studio Paint,Un curso de Kim ROSELIER,,,,,,Domestika,,,,"21,99€",327.0,"Explora la composición, el color y la textura en Clip Studio Paint para crear una ilustración narrativa increíble, desde el boceto hasta el mockup final"
Concept art para diseño de personajes y worldbuilding,Un curso de Even Amundsen,,,,,,Domestika,,,,"16,99€",12735.0,"Explora colores, texturas, capas e iluminación para crear personajes memorables que cuenten una historia mediante cada detalle"
Creación de muebles de concreto con técnicas artesanales,Un curso de Forma&Cemento,,,,,,Domestika,,,,"17,99€",1237.0,"Aprende las técnicas para crear objetos de concreto como bandejas o incluso mesitas, partiendo del molde y la mezcla hasta el desmoldado del producto"
Ilustraciones animadas con After Effects para redes sociales,Un curso de Carlos Alegría,,,,,,Domestika,,,,"19,99€",931.0,Aprende técnicas de animación para dar vida a tu ilustración vectorial con After Effects y descubre cómo destacar en redes sociales
Diseño de mundos imaginarios para cómics,Un curso de Liam Sharp,,,,,,Domestika,,,,"15,99€",1117.0,Mejora tus habilidades narrativas y explora técnicas de ilustración para crear escenas creíbles y llenas de detalles en tus cómics y otras obras artísticas
Introducción al growth marketing para productos digitales,Un curso de Charly Rubio,,,,,,Domestika,,,,"15,99€",287.0,Aprende paso a paso todo el proceso para promover el crecimiento continuo y consistente de un producto o negocio digital
Pintura de paisajes urbanos con gouache,Un curso de Tommy Kim,,,,,,Domestika,,,,"15,99€",3492.0,Aprende a pintar tu entorno mediante técnicas de gouache y crea una panorámica urbana llena de colores y texturas
Joyería de metal con bordados,Un curso de Pimienta Joyería,,,,,,Domestika,,,,"23,99€",922.0,Aprende a crear joyas paso a paso que combinen técnicas básicas en metal con el bordado tradicional a mano
Diseño digital de moda con Cinema 4D y CLO 3D,Un curso de Max Salzborn,,,,,,Domestika,,,,"23,99€",1233.0,Aprende a crear moda digital desde cero combinando las posibilidades del diseño virtual con las texturas realistas
Fotomontaje avanzado con Photoshop: crea mundos imaginarios,Un curso de Nick Pedersen,,,,,,Domestika,,,,"15,99€",876.0,Aprende a usar Photoshop de forma avanzada para diseñar escenas ambientales y crear fotomontajes digitales con precisión y atención al detalle
Introducción a la escritura de historias de terror juveniles,Un curso de Raquel Castro,,,,,,Domestika,,,,"19,99€",428.0,Aprende las mejores estrategias para escribir desde cero relatos llenos de terror que inviten a los jóvenes a leerlos una y otra vez
Ilustración con tinta: desarrolla tu lenguaje visual,Un curso de Simon Prades,,,,,,Domestika,,,,"15,99€",740.0,Aprende a crear ilustraciones personales llenas de profundidad y contraste utilizando líneas y capas de tinta de colores
Live mixing: crea tu primer DJ set con Pioneer DJ,Un curso de Sara de Araújo,,,,,,Domestika,,,,"15,99€",1878.0,Aprende todo lo necesario sobre técnicas de pista para contar una historia con ritmos y melodías a través de tu propio DJ set
