,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
743,Rotulación tradicional a mano sobre vidrio,Un curso de Alina Kiliwa,"18,99€",327,Aprende a contar una historia envolvente con tan solo una imagen a través de la ilustración narrativa y de ejercicios de dibujo con el estilo y el medio que prefieras,,,
744,Introducción al reportaje visual,Un curso de Gladys Serrano,"21,99€",616,Aprende a trabajar la madera para dar tus primeros pasos en la creación de muebles personalizados,,,
745,Motion design con Unreal Engine 5,Un curso de Giorgio Macellari,"21,99€",2360,"Juega con las poses, la ubicación, el estilismo o la edición y crea tomas urbanas y vanguardistas listas para compartir en Instagram",,,
746,Diseño de prendas a crochet: patronaje y escalado de tallas,Un curso de Laura Algarra,"14,99€",6878,Aprende a producir contenido digital creativo que conecte con el público y da vida a campañas online ingeniosas,,,
747,Ilustración gastronómica con acuarela,Un curso de Enya Todd,"19,99€",2389,Aprende a crear personajes divertidos desde tu imaginación con técnicas de diseño y acuarela,,,
748,Storytelling visual con lettering manual e ilustraciones,Un curso de David Leutert,"15,99€",672,"Aprende técnicas 2D y 3D en ZBrush, Octane Render y Photoshoppara diseñar, modelar y renderizar una pieza llamativa de ciencia ficción",,,
749,Técnicas de ilustración digital: encuentra tu estilo,Un curso de Kleverson Mariano,"23,99€",164,Conoce el proceso y las herramientas para crear sitios web informativos e interactivos que sorprendan y estén a la altura de tus proyectos más creativos,,,
750,Animación 3D: crea una escena vegetal en Cinema 4D,Un curso de Bérénice Golmann,"19,99€",295,"Aprende a aportar dinamismo y energía a tus composiciones de lettering explorando colores, sombras, texturas y efectos con la aplicación de Procreate",,,
751,Visualización de datos: diseña infografías en Illustrator,Un curso de Marco Giannini,"15,99€",3230,Descubre cómo desarrollar y llevar a cabo ideas de impacto para comunicar y lanzar productos o negocios,,,
752,Cuaderno creativo de ilustración: juego y exploración,Un curso de Alejandra Acosta,"15,99€",946,"Aprende a elaborar tu propio jabón botánico desde cero utilizando ingredientes, tintes y aromas completamente naturales",,,
753,Retrato realista bordado: cuenta historias con el color,Un curso de Nneka Jones,"19,99€",749,"Aprende cómo crear un libro álbum, desde el layout narrativo hasta la decisión de las imágenes del interior, explorando técnicas mixtas y el collage digital",,,
754,Fotografía de retrato moderna,Un curso de Phil Sharp,"14,99€",8629,"Aprende a usar la composición, la edición y el flujo de trabajo para convertir ideas complejas en escenarios emotivos con Illustrator, After Effects y Cinema 4D",,,
755,"Estrategia de marca: voz, tono y personalidad",Un curso de Natasha Clark,"18,99€",856,Aprende a ilustrar y pintar la diversidad de los rasgos afrodescencientes en Photoshop con los tonos y la iluminación adecuada para cada situación,,,
756,Ilustración de cuento de hadas con acuarelas,Un curso de Dolle Étoile,"21,99€",2501,"Aprende a usar las herramientas de Procreate para crear ilustraciones inspiradas en la época que prefieras y explora colores, luces, sombras y efectos.",,,
757,Escritura de un libro de no ficción a partir de hechos reales,Un curso de Duncan Barrett,"18,99€",904,"Aprende a crear un molde base que te servirá para diseñar varios modelos de zapatos, y desarrolla desde el encintado de la horma a la ficha técnica",,,
758,Ilustración digital de estilo pop geométrico,Un curso de Van Orton,"18,99€",453,"Adéntrate al mundo de la encáustica y aprende a usarla sobre técnicas mixtas, como la pintura, la transferencia y el papel calado",,,
759,Motion graphics: crea un póster animado,Un curso de Plus Mûrs,"15,99€",858,"Sube el telón de tus ideas y aprende a escribir obras de teatro infantiles para toda la familia, desde la inspiración inicial hasta la noche del estreno",,,
760,Amigurumis: diseña y crea personajes en 2D,Un curso de Virreinata,"21,99€",1198,"Aprende a capturar la esencia de un espacio combinando composiciones, técnicas de iluminación, styling y edición para contar historias atractivas",,,
761,Ilustración con Procreate: composiciones llenas de detalles,Un curso de Marcelo Anache,"21,99€",706,Aprende a desarrollar el branding de una marca con estilo minimalista desde la concepción de la idea hasta la presentación al cliente,,,
762,Fotografía de moda para principiantes: del concepto a la cámara,Un curso de Wanda Martin,"15,99€",492,"Aprende a plasmar las maravillas de la naturaleza sobre el papel empleando tinta, lápices, acuarelas y gouache para dar vida a tu visión del mundo botánico",,,
763,Sketchbook con hand lettering: técnicas para desbloquear tu creatividad,Un curso de Adam Hayes,"15,99€",1720,Aprende a fabricar un libro diminuto desde cero y llénalo de ilustraciones a microescala repletas de detalles capaces de contar una historia,,,
764,Modelado de objetos 3D con una estética alegre y colorida,Un curso de Martine,"23,99€",358,Aprende cómo ampliar tus fronteras de expresión mezclando el gouache y el collage para producir conceptos narrativos,,,
765,Fotografía de moda: retrato y belleza con luz natural,Un curso de Patricia Bonet,"18,99€",411,Aprende a desarrollar una estrategia de emprendimiento digital eficiente y lanza el negocio de tus sueños mediante contenido llamativo para crear tu audiencia,,,
766,Creación y curación de un porfolio audiovisual,Un curso de Rafa Jacinto,"15,99€",297,Aprende a extraer tintes de la naturaleza y desarrolla tu propia colección de tinturas sostenibles,,,
767,"Cómic manga: narrativa, ritmo y composición",Un curso de Kenny Ruiz,"21,99€",3842,"Crea fotografías de producto desde tu estudio explorando el diseño del set, la iluminación, la composición y técnicas de retoque fotográfico en Photoshop",,,
768,Lettering para parches bordados: exprésate con tus prendas,Un curso de Cristin Morgan,"15,99€",690,Aprende a desarrollar una estrategia creativa para promocionar una marca a través de una campaña publicitaria impactante que conecte con el público,,,
769,Fundamentos para freelancers creativos: construye tu negocio,Un curso de Weekend Creative,"21,99€",2244,Atrae al público infantil aprendiendo cómo ilustrar un cuento infantil con Procreate para representar escenas mágicas y personajes encantadores,,,
770,Introducción a la redacción periodística,Un curso de Paco Herranz,"19,99€",1020,"Aprende paso a paso a crear tus propios aretes con arcilla polimérica, desde la idea inicial hasta los toques finales, y prepárate para marcar tendencia",,,
771,Creación de personajes de ciencia ficción para concept art,Un curso de Abrar Khan,"18,99€",557,"Aprende a contar la historia de un producto a través de su empaque, nombre y elementos gráficos para que perdure en el corazón de los consumidores",,,
772,Introducción al diseño de sets creativos para publicidad,Un curso de Estudio Cielo,"18,99€",310,Aprende a transmitir historias y culturas con tu cámara y cambia tu perspectiva sobre ti y sobre otras personas,,,
773,Creación de personajes expresivos para animación​​,Un curso de Felipe Rodriguez,"23,99€",679,Aprende a crear ropa digital con CLO 3D y muestra tus diseños mediante un clip animado usando Cinema 4D y After Effects,,,
774,Fotografía documental con smartphone,Un curso de Cris Burmester,"14,99€",293,"Crea ilustraciones para tatuajes llenas de contraste, dinamismo y armonía y haz realidad las ideas de tus clientes",,,
775,Creación y pintura de escenarios fantásticos en Photoshop,Un curso de Alejandro Burdisio,"15,99€",4791,"Aprende a ilustrar un collage artístico lleno de detalles y movimiento explorando diferentes técnicas de dibujo con carboncillo, tiza y tinta",,,
776,Acuarela realista para composiciones botánicas,Un curso de Kata Zapata,"21,99€",1054,Aprende a crear acabados y texturas cerámicas sorprendentes a partir de la experimentación y la combinación de materiales con la arcilla,,,
777,Cestería para principiantes: la técnica de espiral,Un curso de Tabara N'Diaye,"16,99€",2984,"Aprende cómo planificar, producir y editar tu propio podcast desde cero y logra conectar con tu audiencia a través de temas relevantes",,,
778,Introducción a las técnicas de grabación de voz,Un curso de Tom Hambleton,"19,99€",2576,Aprende a combinar diseño gráfico y fotografía de retrato para crear composiciones expresivas que reflejen tu cultura e identidad,,,
779,Marketing para videojuegos con cero presupuesto,Un curso de Steve Durán,"19,99€",568,Aprende a desarrollar un concepto para cualquier sitio web móvil y crea una experiencia impactante para los usuarios,,,
780,Ilustración digital: escenas coloridas de naturaleza,Un curso de Asia Orlando,"39,99€",1117,Aprende a resaltar cada detalle arquitectónico con el dibujo y transforma construcciones en obras de arte en blanco y negro o a todo color llenas de realismo,,,
781,Introducción a la impresión 3D de cerámica,Un curso de Unfold,"21,99€",1834,"Aprende técnicas de pintura, volumetría y color para dar vida a figuras de muy pequeña escala con tus propias manos",,,
782,Fotografía urbana: composiciones geométricas y coloridas,Un curso de Julien Marchand,"15,99€",728,Aprende a crear álbumes ilustrados llamativos utilizando estructuras armónicas y una paleta cromática coherente experimentando con medios y texturas,,,
783,Introducción a la pintura de paisajes en acrílico,Un curso de Florencia Fraschina,"19,99€",867,Descubre cómo planificar y organizar a todo color tu agenda creando un bullet journal ilustrado mediante técnicas de gouache y acuarela,,,
784,Escritura de un thriller psicológico,Un curso de Emily Barr,"19,99€",3444,"Aprende a crear una landing page con Figma, conectando con los usuarios a través del storytelling",,,
785,Introducción al concept art para el diseño de personajes expresivos,Un curso de Sammy Khalid (Chigg),"21,99€",1657,"Aprende a explorar plantas, colores y formas para componer obras capaces de despertar los sentidos",,,
786,Currículums para creativos: crea tu CV y carta de presentación,Un curso de Nikky Lyle,"19,99€",1182,"Explora técnicas de diseño, aprende a usar eficazmente el color y descubre cómo transformar tus influencias culturales en una obra llena de felicidad y caos",,,
787,Lettering digital inspirado en patrones naturales,Un curso de Adrià Molins,"19,99€",288,Aprende cómo añadir alma y textura a tus retratos a través de técnicas digitales que simulan los acabados del dibujo tradicional,,,
788,Fotografía infrarroja: captura el mundo de lo invisible,Un curso de Paolo Pettigiani,"15,99€",589,Aprende desde cero a fabricar bolsos artesanales con texturas únicas utilizando cuero curtido al vegetal y la técnica del punto guarnicionero,,,
789,Técnicas de tejido a mano: crea piezas textiles decorativas,Un curso de Cassandra Sabo,"15,99€",1108,Aprende las claves de la fotografía analógica con tu cámara y descubre cómo usar los detalles para crear retratos evocadores,,,
790,Ilustración con Photoshop: crea composiciones creativas,Un curso de Mary Cagnin,"21,99€",233,"Potencia tu estrategia en redes sociales y capta la atención de tu audiencia aprendiendo a idear, grabar y editar videos creativos con tu smartphone",,,
791,Concept art para animación: diseña entornos mágicos,Un curso de Tory Polska,"18,99€",1435,Aprende técnicas de carvado sobre goma y crea sellos personalizados combinando letras e imágenes,,,
792,Diseño de espacios verdes para tu casa,Un curso de Kathrin Grimm,"16,99€",22565,Aprende a utilizar Premiere Pro para crear montajes profesionales que refuercen la identidad de cada artista y reflejen el ritmo y la narrativa de la música,,,
793,Dirección creativa y estilismo para marcas de alimentación,Un curso de Victoria Granof,"19,99€",1043,Explora la espontaneidad de las acuarelas junto con el lettering y la ilustración antes de editar tu pieza en Photoshop e Illustrator para crear diseños únicos,,,
794,Diseño editorial e ilustración para publicaciones infantiles,Un curso de Jimena S. Sarquiz,"18,99€",885,"Aprende cómo producir profesionalmente canciones de uno de los géneros musicales más exitosos experimentando con la edición, los arreglos y el mastering",,,
795,Edición con Lightroom para fotografía arquitectónica,Un curso de Tobi Shinobi,"23,99€",482,Aprende a interpretar los datos para construir y ejecutar estrategias de marketing eficaces que harán crecer tu negocio,,,
796,Gimnasio de escritura: de la hoja en blanco a la práctica cotidiana,Un curso de Aniko Villalba,"14,99€",21762,Aprende a crear obras de arte digital con Procreate que manifiesten tu manera de ver el mundo,,,
797,Creación y gestión de una tienda en Society6 desde cero,Un curso de Alisa Galitsyna,"21,99€",332,Aprende a tejer amigurumis y a personalizar un patrón base para dar vida a animales adorables que conquisten a todo el mundo,,,
798,Técnicas narrativas para el desbloqueo creativo,Un curso de Mela Pabón Navedo,"18,99€",1102,"Aprende a crear personajes en Procreate, así como los gestos y poses que transmitan quiénes son, qué hacen y dónde viven",,,
799,Técnicas de crochet para tejer la vida marina,Un curso de Marianne Seiman,"18,99€",2093,"Descubre la cosmética natural y aprende a crear jabones originales respetuosos con el medio ambiente, mediante el proceso de saponificación en frío",,,
800,Dibujo de escenas con marcadores acrílicos,Un curso de Angela Pan,"18,99€",1207,"Descubre cómo aplicar la ciencia al diseño de interiores y crea espacios que potencien la creatividad, la colaboración y la innovación",,,
801,Branding innovador: crea una identidad visual completa,Un curso de Brand Brothers,"21,99€",843,Aprende a diseñar y renderizar libreas de coches de carreras personalizados con Blender y dales vida con adhesivos llamativos en Illustrator,,,
802,Ilustración de cerámica con scratch art,Un curso de Samuel Casal,"18,99€",650,Aprende cómo decodificar un paisaje marino en manchas de pigmento y conoce los secretos para pintar con destreza en acuarela,,,
803,Ilustración botánica: del cuaderno a la lámina,Un curso de David Morales,"15,99€",1423,Aprende a ilustrar un libro infantil con tu propio estilo usando el poder de la narrativa,,,
804,Diseño de tejido artesanal con texturas en relieve,Un curso de M.A Estudio,"18,99€",624,"Aprende a transformar tus retos personales en el motor de tu creatividad con un método eficiente basado en tus valores, motivaciones y objetivos",,,
805,Curación de contenidos para Instagram: encuentra tu nicho,Un curso de Mr. Buckley,"14,99€",494,Gana confianza a través de métodos de venta y negociación que te ayudarán a presentar tus propuestas y comercializar tus productos o servicios con éxito,,,
806,Creación de personajes en 3D con Blender,Un curso de Mohamed Chahin,"14,99€",7937,"Aprende a diseñar y confeccionar flores de tela originales desde cero explorando formas, texturas y colores para crear accesorios inspirados en la naturaleza",,,
807,Creación de video con smartphone para redes sociales,Un curso de JRVISUALS,"19,99€",6475,Encuentra tu voz creativa y enriquece tu porfolio aprendiendo a planificar y realizar sesiones fotográficas cautivadoras en un contexto intimista,,,
808,Libros ilustrados: crea viñetas poéticas,Un curso de Cecilia Ruiz,"23,99€",665,Aprende a crear piezas artísticas mediante la repetición de patrones y consigue despertar tu imaginación y calmar la mente,,,
809,Cómic e ilustración: presenta tu proyecto editorial,Un curso de Sergio Bleda,"15,99€",1168,"Aprende a usar el gouache para convertir las formas, los colores y las sombras del mundo que te rodea en piezas artísticas que capten la energía de la escena real",,,
810,Creación de espacios con colores y formas,Un curso de Ohma,"15,99€",417,Aprende a interpretar el diseño de un personaje estilo cómic de 2D a 3D con Zbrush y Keyshot,,,
811,Diseño y tejido de punto con la técnica jacquard,Un curso de Jandi Gardiazabal,"19,99€",6110,"Descubre la estrategia creativa, explora el aspecto comercial del diseño y utiliza tu creatividad para solucionar retos de marketing",,,
812,"Técnicas modernas de acuarela: colores, fantasía y emoción",Un curso de Jean Mallard,"15,99€",1196,"Aprende a diseñar y fabricar tu propio muñeco de tela paso a paso, desde el patronaje y la costura hasta los detalles finales",,,
813,"Retrato experimental con tinta, alcohol y té",Un curso de Carne Griffiths,"14,99€",6852,Aprende a desarrollar un concepto potente para la identidad visual de una marca mediante la colaboración efectiva con clientes y profesionales creativos,,,
814,Escritura de vida para principiantes:  cuenta tu propia historia,Un curso de Tom Bromley,"21,99€",1992,"Aprende a utilizar el lettering manual para decorar objetos y distintas superficies dándoles un toque artístico, original y brillante",,,
815,Introducción al patrón base y transformación de pinzas,Un curso de Olga Sola,"15,99€",2819,"Aprende a planificar, desarrollar y dirigir workshops de diseño estratégico que ayuden a un equipo a trabajar conjuntamente y lograr resultados",,,
816,Lettering manual para ilustraciones de libros infantiles,Un curso de Shauna Lynn Panczyszyn,"19,99€",2808,"Aprende técnicas de diseño sencillas para modelar, renderizar y animar personajes 3D con personalidad utilizando formas y texturas orgánicas",,,
817,Diseño gráfico con impacto social,Un curso de Giulia Fagundes,"23,99€",353,"Aprende a dibujar los matices de la anatomía humana y animal con lápiz de grafito, desde el boceto hasta detalles de textura, contraste y volumen",,,
818,Conceptualización para campañas de publicidad,Un curso de Keenon Daniels,"19,99€",1231,"Aprende a crear aplicaciones móviles, web y de escritorio desde una única base de código y entrega a los usuarios soluciones hechas a medida",,,
819,Introducción a la escultura figurativa con arcilla,Un curso de Cristina Córdova,"14,99€",15561,Aprende la técnica de pintura con aguja para bordar mascotas y da vida a bisutería exclusiva,,,
820,Mobiliario vintage para una vida sostenible,Un curso de Theodora Melnik,"15,99€",268,"Aprende los fundamentos del hand lettering para crear diseños personalizados y llamativos trabajando el espaciado, la composición y el color",,,
821,Identidad visual de marca basada en una historia,Un curso de Boo Republic (Marios Georntamilis),"18,99€",363,Aprende cómo adaptar tus ilustraciones digitales a las necesidades del cliente y la zona del cuerpo elegida para diseñar tatuajes con estilo tradicional,,,
822,Postproducción de render arquitectónico con SketchUp y Photoshop,Un curso de Gabriel Nanfuñay,"18,99€",2149,"Aprende cómo realzar un producto con imágenes impactantes aplicando las bases de la fotografía de bodegón, desde la iluminación y el color hasta la escenografía",,,
823,Macraweave: combina macramé con técnicas de telar,Un curso de Larissa Melendez,"21,99€",1542,Descubre cómo usar las herramientas de la publicidad como fuerza transformadora y aprende técnicas para generar ideas que provoquen impacto positivo,,,
824,Ilustraciones basadas en personajes: de la idea al dibujo,Un curso de Marcos Chin,"21,99€",442,Utiliza un sketchbook para desarrollar tu estilo artístico explorando la teoría del color y otros principios de pintura y documenta el mundo que te rodea,,,
825,Introducción a la edición: arma tu propio libro de cuentos,Un curso de Paula Brecciaroli,"23,99€",615,"Aprende a convertir las uñas en lienzos explorando motivos, degradados y texturas de acuarela con esmalte semipermanente",,,
826,Creación de dibujos florales para tu bullet journal,Un curso de A Journal by Annie,"21,99€",1084,"Aprende a diseñar y ejecutar la cocina de tus sueños, trabajando la distribución, los estilos y los materiales que mejor se adapten a ti",,,
827,Narrativa visual con comida: diseñando nuevas perspectivas,Un curso de Nicole Vindel,"21,99€",106,"Aprende a crear contenido que exprese con palabras los fenómenos que te apasionan mediante herramientas de la literatura, la investigación y la divulgación",,,
828,Bordado a mano anatómico y floral para prendas y complementos,Un curso de flò-ra,"18,99€",1099,"Descubre el mercado de los NFTs, aprende a comercializar tus obras digitales y a crear estrategias de venta para impulsar tu trabajo",,,
829,Creación de un perfil atractivo en Instagram,Un curso de Coco Dávez,"18,99€",1141,"Aprende un método intuitivo para planificar, capturar y editar retratos naturales que cuenten la historia y las pasiones de tu modelo",,,
830,Fotografía de bodegón botánico,Un curso de Victoria Jane,"21,99€",474,Crea cuadernos de viaje personalizados desde cero utilizando técnicas de collage y encuadernación francesa,,,
831,Ilustración spot: dibuja la vida freelance,Un curso de Francesco Poroli,"21,99€",327,"Juega con la textura, las sombras, los trazos y las capas para dar vida a ilustraciones de gouache y acuarela inspiradas en la naturaleza",,,
832,Autómatas de madera: crea esculturas con movimiento,Un curso de Eduardo Salzane,"14,99€",11593,Explora de principio a fin las posibilidades creativas de la infografía y aprende a desarrollar narrativas visuales llamativas,,,
833,Técnicas de ilustración creativa con gouache,Un curso de Aljoscha Blau,"21,99€",2549,Aprende a crear una red estratégica y colaborativa de contactos basada en tus objetivos de carrera para impulsar tu crecimiento como profesional,,,
834,Collage artístico con técnicas mixtas,Un curso de Petra Zehner,"18,99€",6139,Aprende a evocar la belleza y la complejidad de la naturaleza creando escenas realistas a partir de las bibliotecas de Cinema 4D y OctaneRender,,,
835,Introducción al fotobordado: crea imágenes con textura,Un curso de Ofelia & Antelmo,"15,99€",7522,"Aprende el arte del urban sketching y dibuja como un arquitecto mediante técnicas de ilustración observacional que exploren perspectiva, escala y composición",,,
836,Visualización 3D de interiores retro con Cinema 4D,Un curso de Andrew Morgan,"21,99€",459,Aprende las bases del lenguaje de programación C++ y escribe código de manera creativa para animar bucles y formas para instalaciones artísticas inmersivas,,,
837,Introducción a Digital Product Management,Un curso de Irene Prieto y María Granadino,"19,99€",1340,Aprende de forma detallada cómo funciona Canva mientras practicas diseñando tu propia guía de estilo y una página web completa,,,
838,Cuero artesanal: técnica de ahormado desde cero,Un curso de José Luis Bazán,"18,99€",2625,Descubre varias técnicas de bisutería para crear a mano una línea de accesorios original y decorarla con motivos florales únicos,,,
839,Técnicas de locución y presentación para podcasts,Un curso de Isabella Saes,"19,99€",4023,Aprende a intervenir espejos con resina y elabora piezas irrepetibles que reflejen tu estilo,,,
840,Estilismo y decoración del hogar con plantas,Un curso de Igor & Judith - Urban Jungle Bloggers,"23,99€",3745,"Aprende a contar historias jugando con la luz, el atrezo y los modelos en tu sesión de fotos para desarrollar una narrativa inspiradora",,,
841,Estrategia de contenido: construye tu marca desde cero,Un curso de Laura Busche,"15,99€",2210,Aprende los elementos clave para trazar un mapa de tu relato desde su origen y darle forma de cuento o novela,,,
842,Diseño de logotipos: mejora tu flujo de trabajo en Illustrator,Un curso de Friendhood Studio,"18,99€",480,Aprende a diseñar casas paso a paso generando una propuesta conceptual funcional y estética,,,
843,Técnicas experimentales de ilustración infantil,Un curso de Kayla Stark,"23,99€",572,"Aprende a anticiparte al mercado, la tecnología y las tendencias, y crea una estrategia de éxito a largo plazo para el producto o servicio de una marca",,,
844,Manga para principiantes: del concepto a la creación,Un curso de Natalia Batista,"14,99€",5214,Aprende a desarrollar narrativas combinando ilustración digital y técnicas de collage para diseñar imágenes informativas y cautivadoras,,,
845,Diseño espacial: crea espacios interiores que cuenten una historia,Un curso de Office S&M,"21,99€",432,"Explora el trazo, el color, la composición y el tono para ilustrar paisajes llamativos que plasmen los detalles y el ambiente del mundo natural",,,
846,Decoración de interiores: cómo renovar tu hogar,Un curso de El Blog del Decorador,"23,99€",1936,"Aprende a planificar, grabar y editar películas inspiradoras que cuenten una historia utilizando tan solo tu smartphone",,,
847,Creación de contenido visual e inspirador para Instagram,Un curso de Cup Of Couple,"15,99€",1110,Aprende a pintar con marcadores de colores e hilos de bordado para crear prendas y decoraciones que expresen tu personalidad,,,
848,Creación de la biblia de una serie desde cero,Un curso de Gustavo Rosa de Moura,"21,99€",1214,"Aprende a producir imágenes únicas y potentes que combinen la arquitectura con la figura humana, desde el concepto hasta la posproducción",,,
849,Lettering: las claves del estilo interlock americano,Un curso de Francis Chouquet,"21,99€",606,Aprende a desarrollar tu sensibilidad por los sonidos que te rodean y descubre cómo contar mejor una historia audiovisual con Foley,,,
850,Redacción de una propuesta comercial: logra tu cliente soñado,Un curso de Ilise Benun,"21,99€",1751,"Aprende a expresarte con el arte de chalk lettering y crea frases y decoraciones para murales, paredes y letreros",,,
851,Cerámica: diseño y creación de piezas de autorriego,Un curso de Clarina,"21,99€",845,"Aprende a dibujar, pintar y retocar ilustraciones originales repletas de metáforas visuales, desde el boceto inicial hasta la edición final",,,
852,Bordado de patrones botánicos para ropa,Un curso de Projeto Fio,"21,99€",962,"Aprende a usar el color, la composición, los patrones y las plantillas para crear piezas vivas mediante técnicas de impresión en risografía",,,
853,Caligrafía moderna: crea letras con formas expresivas,Un curso de Mathilda Lundin,"23,99€",686,Aprende métodos conceptuales de sketching para diseñar edificios con tan solo un cuaderno y una pluma,,,
854,Ilustración 3D: del modelado a la iluminación,Un curso de Melvin Le Riboter,"15,99€",434,"Aprende a desarrollar personajes de fantasía que transmitan un mensaje con un gesto, una pose y un escenario únicos",,,
855,Diseño de plantillas de newsletters con Adobe XD y Canva,Un curso de Sparrow & Snow,"23,99€",1105,Aprovecha la expresividad de las formas para convertir datos importantes en infografías reveladoras que cuenten una historia y conecten con el público,,,
856,Principios básicos de diseño gráfico,Un curso de Christopher Pierce,"18,99€",643,"Aprende a combinar fotografía e ilustración y crea composiciones editoriales dinámicas a través del diseño del set, la elección de los accesorios y la tipografía",,,
857,Lettering en pequeño formato,Un curso de Little Hannah,"14,99€",6147,"Aprende a redactar y dar discursos explorando las bases del storytelling y usa tus palabras para conectar con tu audiencia, inspirarla y motivarla",,,
858,Ilustración expresiva con técnicas mixtas: encuentra tu creatividad,Un curso de Yoyo Nasty,"18,99€",856,"Crea imágenes vectoriales sencillas y transfórmalas en composiciones armoniosas con un estilo artístico propio explorando tipografías, colores y texturas",,,
859,Ilustración en acrílico aplicada a producto,Un curso de Ana Blooms,"15,99€",771,"Aprende los fundamentos del chip carving para crear motivos orgánicos y geométricos desde cero, partiendo del diseño inicial hasta la pieza acabada",,,
860,Creación de autorretratos en 3D para redes sociales con Cinema 4D,Un curso de YIPPIEHEY,"21,99€",1918,Aprende a elaborar figurines digitales que representen tu estética visual e inicia tu propio proyecto de moda.,,,
861,Libros de cocina: escribe historias a través de recetas,Un curso de Sumayya Usmani,"14,99€",8794,"Aprende a tomar fotografías de grupo llamativas y capta la energía de cada persona jugando con el estilo, la iluminación, la composición, el movimiento y el color",,,
862,Tipografía cinética: crea conceptos visuales en movimiento,Un curso de Simon François,"15,99€",1250,Aprende a combinar las potentes herramientas no-code de Notion con design thinking para crear páginas funcionales con estilo y personalidad,,,
863,Maquillaje profesional para sesiones de fotos,Un curso de Natalia Belda de lama,"15,99€",3051,"Aprende a desarrollar tipografías fuertes que expresen la voz y personalidad de una marca con la ayuda de colores, texturas, palabras e imágenes",,,
864,Técnicas de crochet para crear prendas coloridas,Un curso de Marie Castro,"15,99€",7534,Aprende a dibujar retratos expresivos a partir de las bases de la iluminación y de las proporciones de cualquier rostro,,,
865,Estrategia de comunicación para marcas,Un curso de Adrian Mediavilla,"21,99€",444,"Descubre el arte de armar la mesa y aprende a crear montajes de vajillas increíbles, desde la estética más clásica hasta combinaciones sorprendentes y atípicas",,,
866,Matte painting con Photoshop: crea mundos imaginarios,Un curso de Reha Sakar,"21,99€",1629,Aprende a crear ilustraciones 3D que cuenten historias y transmitan sentimientos con un look estilizado usando Cinema 4D y Octane Render,,,
867,Creación de contenido: estrategias sostenibles para redes sociales,Un curso de Tiago Henriques,"15,99€",2077,"Convierte tu mensaje en una obra de arte paso a paso mediante el estudio de los tipos de lettering, la composición el color y otros detalles decorativos",,,
868,Bordado colorido a mano para principiantes,Un curso de Kristen Gula,"15,99€",472,"Aprende a estampar, dibujar y pintar ilustraciones cautivadoras y llenas de expresión aprovechando la sencillez de la tinta y el carboncillo",,,
869,Técnicas de escritura creativa: conmueve a tus lectores,Un curso de Gustavo Rodríguez,"15,99€",914,"Crea transiciones animadas orgánicas y fluidas desde cero jugando con colores, formas, texturas, patrones y tiempos mediante técnicas analógicas y digitales",,,
870,Escenas en 3D inspiradas en la ciencia ficción con Cinema 4D y OctaneRender,Un curso de Fabian Oberhammer,"15,99€",571,"Descubre el proceso meditativo del mosaico y aprende a dar una nueva vida a fragmentos de piedra, cristal o cerámica transformándolos en motivos originales.",,,
871,Introducción al diseño open source para la fabricación de muebles,Un curso de STUDIO DLUX - Denis Fujii,"15,99€",816,"Aprende a diseñar plantillas que facilitarán tu producción de contenido en Instagram de manera homogénea, original e impactante",,,
872,Retrato fotográfico con smartphone: ensalza la piel mediante luces,Un curso de Néhémie Lemal,"15,99€",262,"Aprende a trabajar con asociaciones, ideas originales y la técnica de la tachadura para escribir textos y poemas únicos",,,
873,Ilustración vintage para libros infantiles,Un curso de Ingela P Arrhenius,"15,99€",3065,Aprende a crear a mano piezas decorativas llenas de textura explorando paletas cromáticas y técnicas de tejido en telar,,,
874,Diseño de interiores con madera de inspiración japonesa,Un curso de Roman Izquierdo Bouldstridge,"23,99€",1340,Aprende a fotografiar proyectos gastronómicos y crea imágenes irresistibles que abran el apetito del espectador con diferentes perspectivas e iluminación,,,
875,El arte de la escritura creativa: aprende técnicas de narración,Un curso de Reneé Bibby,"14,99€",4292,Aprende a crear tu propio repertorio de símbolos para enriquecer tu estilo personal de tatuaje y descubre cómo conceptualizar tus ideas,,,
876,Retratos en xilografía,Un curso de Luciano Ogura,"15,99€",1751,Amplía tu repertorio creativo descubriendo el proceso de diseño de portadas de libros para aplicarlo a un proyecto de diseño gráfico,,,
877,Plenairismo al óleo para principiantes: pinta al aire libre,Un curso de Yo Rühmer,"15,99€",1031,"Convierte un vídeo de imagen real en una animación impresionante de un personaje surrealista con Blender, Photoshop y Premiere Pro",,,
878,Creación de mock-ups para branding desde cero,Un curso de Debut,"19,99€",1464,Explora las posibilidades de los mini brush pen en la caligrafía inglesa y aprende a convertir las palabras en auténticas obras de arte,,,
879,Branding tipográfico: crea logotipos memorables desde cero,Un curso de Carlos Mignot,"14,99€",3676,"Aprende a crear paisajes ficticios a través del dibujo de observación, centrándote en la perspectiva, la luz y las sombras",,,
880,Macramé para principiantes: explora el arte de los nudos,Un curso de Emily Katz,"18,99€",1515,Aprende a dibujar con agilidad la anatomía facial y mejora tu técnica a través de la práctica diaria en tu sketchbook,,,
881,Dibujo realista: aprende a observar lo que te rodea,Un curso de Thomas Cian,"21,99€",3450,Aprende a establecer una rutina viable y productiva para aprovechar al máximo todo tu potencial creativo,,,
